@relation 'out-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SVMAttributeEval -X 1 -Y 0 -Z 0 -P 1.0E-14 -T 1.0E-5 -C 0.5 -N 0-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute '0.357rfc+0.356numberOfLinesOfCode+0.35 numberOfMethods+0.344wmc+0.307numberOfPublicMethods...' numeric
@attribute -0.67numberOfAttributes+0.647numberOfPublicAttributes+0.305numberOfPrivateAttributes-0.168numberOfPrivateMethods-0.056rfc... numeric
@attribute -0.361numberOfPublicAttributes+0.342fanIn-0.329numberOfPrivateMethods-0.3numberOfAttributes-0.283numberOfAttributesInherited... numeric
@attribute 0.632numberOfPrivateAttributes+0.531noc-0.387fanOut-0.212cbo+0.209numberOfAttributes... numeric
@attribute -0.517noc-0.382fanIn-0.334numberOfAttributes-0.322numberOfPublicAttributes-0.319cbo... numeric
@attribute -0.454numberOfPublicAttributes+0.393fanOut+0.337numberOfPrivateAttributes-0.33numberOfAttributes-0.327lcom... numeric
@attribute 0.412noc+0.372numberOfAttributesInherited-0.367numberOfMethodsInherited-0.319numberOfPrivateAttributes-0.313numberOfAttributes... numeric
@attribute -0.593fanOut+0.515fanIn+0.369numberOfPrivateMethods-0.265noc+0.202dit... numeric
@attribute '-0.563dit-0.526numberOfMethodsInherited-0.42numberOfAttributesInherited+0.23 numberOfAttributes+0.203numberOfPrivateAttributes...' numeric
@attribute -0.656numberOfAttributesInherited+0.444numberOfMethodsInherited+0.341noc-0.323numberOfPrivateAttributes-0.239fanIn... numeric
@attribute bugs {0,1}

@data
1.213311,-8.855298,-3.152127,2.537567,-3.871755,-4.725465,-3.871139,-1.079635,4.286224,-1.432629,1
-0.799387,-0.021182,-0.837567,-0.451929,-0.15992,-0.030382,0.514431,-0.33626,-1.450866,-0.956928,0
0.687737,-0.281636,-0.382796,-0.290307,0.565619,0.014912,-1.082092,-0.19115,-1.950435,1.546721,0
-0.525399,0.055564,0.726464,-0.471339,0.156593,-0.471696,0.126468,0.312149,1.183316,0.107026,0
-1.278372,-0.20962,0.80388,-0.034711,0.160707,-0.407451,0.540215,-0.0148,1.31767,0.260966,0
-0.980773,-0.105059,0.128591,-0.353566,0.382796,-0.152401,0.247576,0.211624,0.109853,0.138437,1
-0.656281,-0.21239,-0.11922,0.542213,0.27171,-0.142442,-0.581733,0.302715,-0.135773,-0.142681,0
-0.790988,-0.022474,0.343781,-0.023877,0.392022,-0.291334,0.280608,0.17275,0.133984,-0.441275,0
-1.092937,0.004776,0.66984,-0.44774,0.334449,-0.425556,0.278329,0.035051,1.222533,0.069981,0
1.876659,-0.804117,1.110093,0.540142,-0.91647,-0.209547,0.426561,-0.681927,0.217027,0.874907,0
-0.517702,-0.069013,1.023223,-0.053422,-0.23379,-0.025287,0.489766,-0.284347,0.761873,0.370327,0
-1.666909,-0.167265,-1.226261,0.263212,0.048494,-0.463987,0.540868,0.452774,-2.524191,-0.839759,0
-1.338827,-0.014111,0.294632,0.014014,0.478696,-0.287927,0.104474,0.401216,0.436587,0.085366,0
-0.859345,-0.043143,0.324801,-0.086427,0.570709,-0.260533,0.277401,0.378352,1.077347,0.117242,0
-0.601723,-0.112512,0.15026,0.106948,-0.14694,0.058897,-0.643278,0.366128,-1.29387,0.978452,0
0.135136,0.807925,-0.296745,2.469906,1.311306,0.89261,-1.505111,-0.281437,1.53304,-1.213321,0
-1.214893,0.117725,0.454936,-0.112538,0.319885,-0.506847,0.06618,0.19152,1.323186,0.136554,0
-0.784841,-0.005471,0.487689,0.208188,-0.594267,0.063186,0.129265,0.176984,-0.4745,0.447822,0
-0.54627,0.007093,0.821971,-0.303403,0.423861,-0.259621,0.384758,0.235601,1.274644,-0.177829,0
-0.896962,-0.048495,-0.889442,-0.171401,-0.005603,-0.24831,0.433046,-0.11812,-2.024526,-0.812524,0
0.260084,1.126994,-0.105567,3.046857,0.945264,1.55469,-1.956951,0.16525,2.468386,-2.047302,0
-0.16846,-0.056811,0.43454,-0.73101,0.385461,0.111787,-0.383509,-0.418498,-0.087718,0.465089,0
-0.661663,0.367265,0.150314,1.105287,0.901057,0.25621,-0.640191,0.005557,1.216285,-0.472482,0
-0.877485,-0.183527,1.091292,0.467308,-0.626697,-0.222498,1.017582,-0.210089,0.955533,0.141102,0
1.788922,0.042202,-0.377057,-0.46796,0.135292,-0.332776,1.627825,-1.198093,-0.503213,-1.204871,0
-0.797519,0.008333,-0.016503,0.200912,0.412493,-0.062447,-0.272006,0.233985,-0.254276,0.044455,0
-0.991065,-0.054351,1.014872,-0.333579,0.495781,-0.478642,0.27954,0.170811,1.160802,0.021415,0
-1.393971,-0.058416,0.125665,-0.052785,0.387214,-0.415566,-0.09132,0.477312,-0.105367,0.517988,1
-0.680214,0.023663,-0.160707,0.451097,0.591752,-0.07927,-0.321045,0.105975,-0.171675,-0.001333,0
-1.513873,-0.03494,-1.12997,0.141556,-0.00826,-0.51293,0.534864,0.270663,-2.179396,-0.838016,0
-0.695561,-0.133247,0.085859,-0.538966,0.346476,0.141639,-0.272339,-0.093185,0.038955,0.715536,0
2.822014,-0.071736,0.625594,-0.757698,-1.125198,1.250064,-1.33752,-0.144608,-2.339413,1.241953,1
-1.083105,-0.151106,0.585677,-0.4916,0.476109,-0.129904,0.3993,0.112301,1.332797,0.170158,0
0.941495,0.204267,-0.226983,-0.093705,-1.837363,0.901032,0.589885,-0.304008,-1.699717,-0.840234,1
-1.319386,-0.090439,-1.381534,0.048351,-0.084139,-0.135041,0.285114,0.23081,-3.012119,-0.715229,0
2.659805,-0.12609,-0.274407,0.036352,1.051031,0.878279,0.008335,-0.02044,1.528268,-0.010874,0
-1.034348,-0.047183,-0.314713,-0.387611,0.018884,-0.240295,0.860159,-0.368302,-0.860515,-1.288486,0
12.137809,-0.198424,-4.390561,-2.793908,0.083957,0.77755,4.667868,1.087075,0.92102,1.314296,1
0.863256,0.056155,-0.23158,-1.27941,-0.013197,0.261711,0.251204,-0.33452,1.416869,0.466548,1
-0.871423,0.03969,-0.516446,0.671326,-0.828614,-0.146778,1.12295,-0.499686,-1.964558,-0.402668,0
4.193107,-1.058632,-0.718133,1.893226,0.222714,1.342658,-1.108437,1.600234,2.358188,-1.381316,1
-1.144272,-0.023134,-0.008014,-0.033089,0.427609,-0.06561,-0.283286,0.351856,-0.222186,0.442557,0
-0.080516,0.342909,-0.405525,1.189072,0.755322,0.10779,-0.293995,-0.241908,0.233814,-1.147241,0
-0.79077,0.050396,1.173478,1.42069,-1.344129,0.162798,1.240499,-0.433032,-0.228773,1.130483,0
-1.111109,0.026168,0.831675,-0.203383,0.271926,-0.149349,0.042571,0.421559,1.168084,-0.018644,0
-0.848757,0.045075,0.557368,-0.164653,0.53167,0.050702,0.10046,-0.016013,1.403464,-0.071041,0
9.057883,-0.368227,-3.066605,0.161074,-4.417684,-3.321922,1.297493,1.433488,2.317086,0.473583,1
-0.675686,0.080486,-0.832292,-0.333137,-0.395665,-0.299613,0.399183,-0.073133,-1.814928,-1.173141,0
0.00337,0.170592,-0.26856,0.843927,0.532724,0.399127,-0.885585,-0.05315,-0.045352,-0.390079,0
-1.479118,-0.151411,-0.178059,0.015261,0.257008,-0.360896,0.025827,0.672139,-0.730302,0.170753,1
5.994416,0.604395,5.502344,-2.515692,-5.469092,2.318414,-2.770506,5.885248,-0.495982,-3.118163,0
-0.781884,0.002161,0.40889,-0.375647,0.418488,-0.040347,0.154867,0.030725,0.87486,0.087418,0
2.078961,0.061105,-1.708708,1.00199,1.400775,2.089746,0.148203,0.439313,1.623624,-0.298874,0
-1.434639,-0.091648,-1.057545,0.155358,0.049283,-0.40881,0.577786,0.277019,-2.434223,-0.927952,0
-1.074646,-0.011868,0.301851,-0.077522,0.483498,-0.168089,-0.143993,0.234047,0.260352,0.276769,0
1.929231,0.028775,3.217307,-0.315678,-1.924784,0.214428,-0.820815,1.41072,0.326169,-0.862854,0
-0.554395,0.059943,0.301766,0.069303,-0.033562,0.175015,-0.526852,0.633231,-0.339053,-0.193461,0
-0.319467,0.131286,-0.050497,0.743701,0.646014,0.121877,-0.558067,-0.068937,0.305043,-0.310686,0
-0.314685,-0.005326,0.361653,-0.953706,0.163425,0.13881,0.172287,-0.275474,1.296482,0.246856,1
-0.904163,-0.143781,-1.199057,-0.063951,-0.152686,-0.247987,0.27421,0.113361,-2.341145,-0.756425,0
-0.589748,0.019785,0.061868,0.140008,0.332672,0.005122,-0.375178,0.2502,-0.341251,0.025923,0
-1.29451,0.038257,0.088825,0.316704,0.566002,-0.209307,-0.176268,0.525723,0.128823,0.168298,1
-0.571791,-0.089033,0.725184,-0.914838,0.215812,0.134802,-0.003564,-0.475623,1.146874,0.117899,0
12.051471,0.269294,2.255539,4.921326,7.384129,-3.302674,-1.833099,-2.434196,-2.882771,0.58476,1
-0.819372,0.000496,-0.094439,0.176963,0.481595,-0.053309,-0.253213,0.089328,-0.24323,0.098221,0
-0.528699,-0.088961,0.165899,-0.097092,0.678265,0.298653,0.207864,0.292714,1.122245,0.074632,0
-1.239597,-0.103806,0.454392,-0.309997,0.446252,-0.370283,0.309454,0.269176,0.970081,0.199538,0
-0.874333,-0.031875,0.316442,0.044025,0.465416,-0.371918,0.34042,0.184414,0.154306,-0.418494,0
-0.396693,-0.030513,-0.204443,0.312672,0.4081,0.116327,-0.552313,0.037201,-0.320419,0.050388,0
-1.366414,-0.04895,-0.442906,0.405418,0.42843,-0.16048,-0.759942,0.763109,-1.458009,0.92548,0
-1.420311,-0.082763,0.08939,0.308403,0.168868,-0.264431,0.014254,0.487946,-0.598089,0.822641,0
-0.919815,0.016873,0.893476,0.456481,-0.373754,-0.117106,0.660133,-0.293172,0.539607,0.833861,0
-1.191242,-0.028036,-0.754097,-0.271206,-0.118378,-0.217782,0.693927,-0.196383,-1.482334,-1.148572,0
0.288717,0.205335,-0.489685,1.343193,0.862834,0.369439,-1.026533,-0.284715,0.093573,-0.514082,0
-1.032092,0.018024,0.821533,-0.447366,0.231606,-0.409485,0.219956,0.236306,1.271146,0.026488,0
-1.061664,0.159382,0.532252,-0.367988,0.051044,-0.769709,0.157124,0.245858,1.444396,0.073656,0
-1.181165,0.027876,-0.116767,-0.260065,0.075657,-0.482415,0.42589,-0.028319,-0.094538,-0.426566,0
-0.670125,0.258186,2.925978,4.489671,-4.309079,1.027746,4.134135,-2.208773,0.740321,3.187359,0
-0.990672,0.005481,-0.049215,0.679342,-0.908212,-0.056317,1.21206,-0.230101,-1.62222,-0.631611,0
-1.124797,0.044186,0.245156,0.033909,0.088662,-0.171557,-0.251657,0.838131,-0.163795,0.038622,0
0.030804,0.303632,0.25854,-0.325054,-0.802986,-0.422042,0.324289,-0.556068,1.431716,0.596648,1
-1.067631,-0.105205,0.835581,-0.271516,0.618086,-0.555285,0.320681,0.066428,1.141979,0.166173,0
0.482129,0.05615,-1.066474,-0.467207,-0.914456,0.624395,0.653079,-1.011579,-2.277839,-0.277322,1
0.041893,0.111302,1.294081,-0.747673,-0.529106,0.005436,-0.269486,0.92021,0.985948,-0.272894,0
0.819351,-0.563861,-0.437144,0.020814,0.565672,-0.425867,-1.242493,-0.081464,-2.027284,1.577763,0
-1.321719,-0.071831,-0.78893,-0.105068,-0.003715,-0.287148,0.716419,0.031855,-1.769025,-1.109828,0
1.612962,0.156483,-0.940656,-0.559906,-1.480938,0.537379,1.851362,-0.637577,-0.271204,-0.513129,1
3.95077,0.553572,-0.398299,1.403999,1.791193,0.661761,-1.454028,-1.422115,0.408915,-0.248402,1
-1.132425,-0.038773,0.99265,-0.093421,0.196556,-0.335598,0.555902,0.062476,1.205876,0.234461,0
-1.37418,-0.037175,0.521428,-0.304887,0.365803,-0.410956,0.31672,0.316312,0.925338,0.111067,1
0.346311,0.222207,1.837988,-0.897379,-1.092044,0.620653,-0.677973,1.236722,1.026227,-0.864939,0
-0.893337,0.010254,0.667638,-0.421499,0.291058,-0.465089,0.300326,0.258098,1.325912,0.094857,0
-1.385198,-0.072406,0.52445,-0.242895,0.441802,-0.352118,0.171786,0.356236,0.704899,0.313868,0
-0.808939,-0.098265,0.272222,-0.565279,0.298804,0.049929,-0.189898,-0.073858,0.273632,0.562754,0
1.787607,-0.340063,-1.412077,-0.548451,-0.030672,1.270195,-1.703673,-0.509569,-3.740039,2.388281,1
-1.391709,-0.048523,-0.607439,-0.052639,0.024287,-0.473018,0.85741,0.002067,-1.154438,-1.079516,0
-0.297814,0.076259,0.013995,0.436286,0.535298,0.149448,-0.525377,-0.164493,0.209978,-0.206049,0
-1.101379,-0.015443,1.167349,0.482929,-0.218737,-0.246602,1.027349,-0.305639,1.158095,0.632547,0
-1.22354,-0.089422,-0.201944,-0.118395,0.279927,-0.096163,-0.40419,0.560595,-0.996589,0.677445,0
-0.73772,0.015346,1.204995,-0.133586,-0.362902,0.108275,0.504584,-0.185513,1.087908,0.32749,0
-0.689889,0.073049,0.7075,-0.168545,0.586535,-0.067777,-0.000928,-0.219737,1.299417,-0.09454,0
-0.805833,-0.098529,1.051113,-0.113178,0.185011,-0.383255,0.480711,-0.006542,1.148179,0.210779,0
-0.663675,-0.138799,0.209809,0.470089,-0.334528,0.024567,-0.382298,0.235954,-1.296557,1.185953,1
-0.708983,0.139494,0.77049,-0.100817,-0.46734,-0.217764,0.526847,-0.289027,1.289402,0.462359,0
0.122733,-0.037918,-0.418361,-0.170288,0.568819,0.784342,-0.032214,-0.007682,0.397424,0.034558,0
0.074947,0.613959,-1.034758,1.989981,0.710766,0.260273,0.326257,-0.894376,-0.2131,-3.398361,0
1.617885,-0.304603,-0.310985,-1.533126,0.013572,0.571847,0.078134,-0.784206,0.418957,0.687298,1
-1.363817,-0.056574,-0.33254,-0.225907,0.046003,-0.398732,1.070107,-0.113077,-0.711267,-1.374802,0
1.012043,0.171706,1.717077,1.070913,-2.161317,0.842928,0.521207,-0.634947,-0.912947,1.415512,0
-1.547322,-0.102679,-1.383398,0.239285,-0.000299,-0.303456,0.318725,0.527365,-3.088463,-0.684023,0
-0.590889,-0.059184,0.651494,-0.296938,0.526184,-0.240039,0.062008,-0.120414,0.912347,-0.013324,0
0.153536,0.418738,0.038969,1.267036,1.158553,0.259377,-0.876561,-0.321426,0.725128,-0.512921,0
-1.289274,0.021174,-0.932204,0.099967,-0.013707,-0.240468,0.580469,0.015915,-1.673608,-1.214206,0
-0.873407,-0.058657,0.37158,-0.172057,0.313813,-0.495507,0.402639,0.248174,0.097774,-0.334209,0
-0.7409,0.13527,0.568484,0.09058,0.625532,-0.03224,-0.000003,-0.060911,1.43303,-0.18971,0
0.424146,-0.099125,-0.238573,-0.094737,0.217467,1.199424,-0.612563,-0.178192,1.304905,-0.309335,0
1.72031,-0.134533,-0.429331,-1.513926,0.314403,1.735415,0.192645,-0.900868,1.202786,0.235213,1
-0.829568,0.066012,0.650232,-0.480222,0.296575,-0.564071,0.188596,-0.050802,1.293641,0.123512,0
0.379496,0.373074,0.034065,0.442334,0.723233,0.92446,-0.939084,-0.717048,1.043408,-0.425016,0
-0.143613,-0.105814,0.020012,0.103654,0.276451,0.206025,0.513734,-0.066806,0.737006,0.208476,0
-1.095093,-0.052527,0.709685,-0.612889,0.398229,-0.168493,0.383224,-0.070288,1.3455,0.077318,0
-0.487957,-0.159477,0.483015,0.037635,0.387483,-0.495553,-0.030853,-0.014043,1.468092,-0.13264,0
-1.494379,-0.019739,-1.632394,0.371881,-0.117878,-0.574269,0.250171,0.522651,-3.315857,-0.717709,0
1.397158,0.789653,-0.297591,2.089807,1.476477,1.141161,-1.767742,-0.947873,1.216235,-0.997064,0
1.223036,0.065118,-0.781289,-1.687526,-0.670785,0.978387,0.215795,-1.397126,-1.416081,-1.092022,1
-0.541272,-0.112003,0.282321,-0.789373,0.126603,0.297888,-0.381001,-0.263763,0.222743,0.536845,0
-0.584409,-0.526348,0.346898,-0.583425,0.231155,-0.160445,0.183639,-0.192934,1.351916,0.081541,1
-1.045302,-0.059366,0.606275,0.157515,-0.200163,-0.098327,0.663855,-0.189472,0.416159,0.385346,1
-0.287932,0.187832,0.279891,0.19477,0.656461,0.212657,-0.272786,-0.243598,0.934623,-0.234347,0
-0.665299,0.09866,0.413091,-0.734642,0.101945,-0.312689,0.13957,-0.197259,1.354003,0.194731,0
0.39726,0.289553,-1.274663,-1.1485,-0.99024,-0.271916,0.267706,-1.059382,-0.597845,-1.106467,1
-1.017387,0.04894,0.685827,0.075291,0.191273,-0.244939,0.451417,0.023316,1.384336,0.199173,1
0.341517,0.044575,1.956771,-0.365723,-0.669718,0.052798,-0.006238,1.00851,0.820098,-0.316498,0
0.0713,-0.10518,0.01594,0.012255,0.408347,-0.590701,0.145258,0.106543,1.629891,0.045039,0
-1.370827,0.015731,0.272604,-0.213743,0.276846,-0.53727,0.160167,0.434958,0.605464,0.209097,0
-0.718098,-0.691482,0.015806,1.007693,0.341734,-0.451336,-0.717652,-0.062681,1.79109,-0.456755,0
-0.412754,0.115906,0.576411,-0.297699,-0.127026,-0.369534,0.154439,-0.152395,0.784977,0.387237,0
-1.152283,-0.025328,-0.00556,0.006701,0.437725,-0.107634,-0.255709,0.42057,-0.226135,0.447444,0
6.849399,0.324277,5.199076,-1.434373,-5.471087,1.982922,-2.111531,4.448129,-1.098782,-2.265768,1
-1.187094,-0.035666,0.0331,-0.301312,0.208034,-0.304436,0.310685,0.10128,-0.118991,-0.217919,0
-0.169729,0.140887,-0.696778,-0.838055,-0.344543,0.342529,0.373013,-1.04023,-0.819443,-1.298659,1
-0.953377,-0.026942,-0.312339,0.866523,0.237358,-0.160412,-0.17051,0.212384,-0.393943,0.11817,1
-1.303208,-0.054077,0.812812,-0.392626,0.393733,-0.340377,0.359474,0.243585,1.281829,0.064176,0
-1.399005,-0.056251,-0.358434,-0.230164,0.026685,-0.38043,1.074158,-0.103494,-0.71819,-1.378195,0
-0.500562,0.012394,0.87169,-0.376954,0.544329,-0.192303,0.087683,-0.190025,1.160022,-0.013186,0
-1.176899,-0.052525,-0.529628,-0.284312,-0.061416,-0.214085,0.787556,-0.101181,-1.262494,-1.225221,0
-0.555636,0.003363,-1.212907,-0.526918,-0.283009,0.082478,0.373322,-0.415641,-2.175946,-0.854743,1
-0.802479,0.009418,0.966873,-0.226222,-0.081719,-0.304905,0.370685,0.068629,1.209705,0.181063,0
-0.735626,-0.273356,-0.138856,-0.653554,-0.020019,0.190087,-0.321965,-0.182634,-0.29094,0.200395,0
-0.584725,0.36939,0.146683,1.058227,0.887948,0.302197,-0.677327,-0.055813,1.187667,-0.458869,0
-1.087762,-0.031998,0.440812,-0.200201,0.494711,-0.117706,0.213558,0.260727,0.992899,0.088666,0
-1.484278,-0.045779,-0.861482,-0.005346,-0.03994,-0.425074,0.758349,0.162987,-1.714774,-1.117645,0
-1.241926,-0.060927,-0.651873,-0.239396,-0.030844,-0.21569,0.752597,-0.120284,-1.399758,-1.121951,0
0.411943,0.165756,0.224449,-0.578699,0.202977,1.232493,-0.457615,-0.490803,1.430817,-0.227031,0
-1.082419,0.065161,0.642486,-0.005613,0.56914,-0.168055,0.123845,0.084567,1.386621,-0.092168,0
-0.548919,0.015561,0.651916,-0.538745,0.291682,-0.370059,0.164899,0.072185,1.167977,0.185808,0
5.433368,-0.688293,-2.66226,0.201894,2.115502,3.666589,0.821422,0.814002,1.942864,0.578925,1
-1.349914,-0.066877,0.559794,-0.257423,0.394739,-0.328091,0.145656,0.40019,0.694231,0.288477,0
-1.094748,0.115327,0.185791,0.333271,0.583088,-0.011753,-0.266783,0.267835,0.58439,0.004955,0
-0.489659,0.083503,-0.04684,0.340347,0.2733,0.054883,-0.549378,0.270224,-0.2321,-0.101318,0
-0.959594,0.12439,0.286453,0.208572,0.514234,0.101123,-0.301773,0.185489,0.82645,0.064101,0
-0.931073,-0.04966,0.604397,-0.449773,0.319927,-0.22438,0.173419,0.260472,0.871918,0.133694,0
1.980982,-0.296803,-0.262193,-1.514114,-0.122214,0.947011,0.039225,-0.634821,1.263511,0.28453,0
-1.019273,-0.021186,-1.758356,0.327579,-0.216018,-0.170421,0.252986,0.274718,-3.584883,-1.190082,1
-0.184406,0.103226,0.996513,-0.642741,-0.245074,-0.223391,-0.109976,0.610391,1.088634,-0.090527,0
-0.093017,-0.034025,-1.262735,0.061854,-0.760104,0.409176,0.683304,-0.276616,-2.922791,-0.229148,1
-0.95246,-0.044894,-0.634557,-0.551212,-0.09249,0.015176,0.752405,-0.471209,-1.217181,-1.208921,0
-0.899884,0.017701,-0.458502,-0.498987,-0.136646,-0.227432,0.767567,-0.469759,-0.812618,-1.261995,0
2.708027,-0.048723,-0.508654,-0.922634,-0.037508,1.186675,-2.344653,-1.464495,-4.062995,2.277301,0
-0.521522,0.428608,0.042021,1.295028,0.970768,0.337128,-0.70147,0.003008,1.293027,-0.555557,0
-0.726564,0.049363,0.529038,-0.333641,0.502702,0.195788,0.088466,-0.245624,1.46474,-0.10378,0
5.647638,-0.443057,-1.24606,-0.157499,-0.192107,1.225621,-0.731972,0.014456,1.693742,-0.277668,1
-0.961276,-0.09493,0.025694,-0.159817,0.42652,-0.12889,-0.533924,0.223591,-0.698093,0.923464,0
-1.239831,-0.230972,-0.140071,0.023276,0.413219,-0.483445,0.018887,0.474876,-0.61643,0.249881,1
-1.514466,-0.016623,-0.46726,0.133028,0.254281,-0.538704,-0.224046,0.930691,-1.062718,0.514468,0
-1.46636,-0.090197,-0.985803,0.124544,0.058204,-0.389082,0.563332,0.311328,-2.25801,-0.870513,0
-0.849772,0.073764,0.809128,-0.001531,0.556609,-0.212049,0.060718,0.106722,1.32541,-0.168215,0
-1.382655,-0.039588,-0.177754,0.269052,0.504952,-0.317536,-0.193749,0.766991,-0.723395,0.342799,0
-1.021027,-0.002313,-0.767937,0.460112,-0.705539,-0.030585,0.702076,-0.051352,-2.473849,-0.479764,0
3.00395,0.453477,-1.139432,0.140393,0.712528,0.83856,0.40697,-1.755321,-0.082751,-2.03181,0
-1.162348,-0.030517,0.698908,-0.119791,0.480389,-0.297481,0.125982,0.221751,1.187772,0.088801,0
-1.302316,-0.075123,-1.230064,0.260022,0.072023,-0.517733,0.418668,0.404145,-2.803803,-0.735988,0
0.686851,0.065273,-0.309109,0.944751,-0.688574,-0.623297,2.136617,-0.335474,-1.838448,-0.31059,0
-1.270522,-0.032473,0.696479,-0.403242,0.432235,-0.408953,0.343889,0.08741,1.299309,0.131132,0
-1.328457,-0.034473,-0.34372,0.41505,0.302275,-0.139667,-0.804436,0.953802,-1.494356,0.840631,0
-0.975984,0.052244,-0.992647,0.35743,-0.803184,-0.024891,0.651215,-0.220167,-2.391134,-0.40211,0
3.149422,-1.527435,-1.237383,0.611421,-0.668413,-0.73476,1.027671,-0.015038,1.791935,0.175784,1
-1.436445,-0.093707,-1.272578,0.916143,0.444273,-0.138021,-1.613889,1.282893,-3.593779,1.791699,0
0.428148,0.217776,0.528382,0.108282,0.382854,0.775585,-0.415622,0.155032,1.458768,-0.49501,1
-0.998074,-0.008333,-0.058062,0.341685,0.552894,-0.222842,-0.172086,0.252277,-0.213461,0.080637,0
2.549829,-0.869319,-1.491972,-0.227658,1.23067,2.231415,1.784878,1.421448,1.565322,1.039311,1
0.064836,0.230102,1.476714,-0.19916,-1.507545,0.119223,-0.12841,0.855517,0.521885,-0.211647,0
-0.571045,0.053493,1.100949,-0.368403,0.147605,-0.078044,-0.021039,0.389966,1.16848,-0.229136,0
8.919574,-0.290172,0.806621,-1.7804,-0.850909,2.423431,-2.120249,0.059409,-3.255107,0.936749,1
-0.214734,0.200866,0.077227,-0.420771,-0.599707,-0.355017,0.182082,-0.37776,0.27945,-0.106111,1
0.550398,-0.023816,-0.042291,-1.226288,0.033853,0.784475,-0.208425,-0.94692,0.347549,0.13466,1
0.222765,-0.227834,0.460091,-0.896107,0.128918,-0.014648,0.209356,-0.299581,0.679043,-0.078363,0
-0.59037,0.033895,0.006103,0.323524,0.576205,-0.024663,-0.278957,-0.075259,0.192661,-0.055657,0
-1.505176,-0.099443,-1.227484,0.173169,0.010968,-0.297413,0.378298,0.40759,-2.745578,-0.715916,0
0.023521,-0.408994,0.790895,-0.129968,0.256767,-0.539544,0.284463,-0.382845,0.942055,0.446894,0
-0.928946,-0.091653,0.361371,-0.470408,0.324788,-0.190585,0.202328,-0.048114,0.440379,0.059575,1
-1.040156,0.037968,0.736166,0.097136,-0.408845,-0.332363,0.569908,-0.155699,1.22505,0.45204,0
-1.01313,0.033356,0.58482,-0.47913,0.322905,-0.473083,0.250987,-0.072974,1.241831,0.105495,0
-0.683965,0.090342,-0.242885,0.615877,0.614851,0.071154,-0.482251,0.025009,-0.090958,-0.108796,0
0.643908,0.233818,0.224923,1.179859,0.548739,0.820976,-0.268567,-0.221195,1.762215,-0.659405,0
-0.701823,0.027919,0.549747,-0.398702,0.391907,-0.59183,0.257118,0.09238,1.236655,0.233982,0
-0.952479,0.064702,0.324922,-0.520789,0.1683,-0.370248,0.062596,0.01756,0.87883,0.220073,0
4.013316,0.772353,-2.184786,-0.57255,-0.060832,2.92881,-1.458002,-1.538578,1.690147,-0.255644,1
-0.843493,0.100378,0.636397,-0.199033,-0.24359,-0.331404,0.256944,0.107916,0.77095,0.149559,0
-1.287362,-0.099813,0.396729,-0.275372,0.357132,-0.346537,0.285828,0.192481,0.503146,0.020542,0
-0.687972,0.057708,0.540562,-0.687132,0.060088,-0.163767,-0.009249,0.005447,0.880772,0.08836,1
-0.184751,-0.01169,-1.508235,-0.555706,-0.26417,0.155579,0.309552,-0.37037,-2.691589,-0.656839,0
-1.460878,-0.082622,0.249503,-0.16133,0.406178,-0.350921,0.185981,0.565916,0.180854,0.229775,0
-1.117772,-0.070265,0.36055,-0.342696,0.423358,-0.340297,0.388917,0.135431,0.709649,0.02611,1
-0.826885,-0.052149,0.629073,-0.27488,0.542665,-0.066523,0.2377,0.136491,1.281508,0.050873,0
0.063833,0.349897,0.850645,0.992412,-0.423339,0.78835,0.096026,-0.485171,1.380737,0.049034,0
-0.49431,0.014752,-1.11283,-0.14706,-0.523749,0.068381,0.583554,-0.299423,-2.085736,-0.565846,0
-0.422673,0.048656,0.420463,0.025476,0.238039,-0.312787,-0.359301,0.669559,-0.246806,0.227191,0
-0.590257,0.042779,-0.011196,0.42655,0.425565,-0.001244,-0.465248,0.26581,-0.247199,-0.081901,0
-1.092235,0.11506,0.185006,0.332989,0.583793,-0.011697,-0.265351,0.267981,0.584258,0.005681,0
-0.640172,-0.148021,0.356991,-0.64307,0.471875,0.15342,0.201704,-0.011401,0.814999,0.316359,0
9.771227,0.916544,2.507047,-2.643096,-0.789382,3.61277,-4.709579,-4.57048,-0.653732,-1.684427,0
1.096438,0.262906,-1.20097,1.74517,1.515366,1.899229,-0.491043,0.429789,2.039194,-0.671395,0
-1.436806,-0.009964,-0.803898,-0.050596,-0.094454,-0.486462,0.800709,0.020349,-1.454678,-1.194297,0
-0.568124,-0.023722,0.48172,-0.566538,0.370995,-0.271962,0.244006,0.01485,1.226264,0.267832,0
-0.797699,0.037728,0.577504,-0.454818,0.284168,-0.513104,0.282055,0.151531,1.344492,0.134428,0
-0.780321,-0.000997,-0.097492,0.176738,0.493818,-0.061841,-0.241342,0.088931,-0.247604,0.103991,0
-1.243297,0.029671,0.643196,-0.360783,0.31645,-0.561699,0.310751,0.180946,1.365315,0.104725,0
-1.152081,-0.001193,0.647969,-0.488544,0.360978,-0.410963,0.380826,0.023058,1.414018,0.076077,0
-1.238123,-0.176931,-0.901308,0.47074,0.438536,-0.111844,-1.607082,0.725506,-2.934484,2.083214,0
